window_id,media_id,room_id,session_id,start_time,end_time,audio_available,audio_duration_sec,audio_sample_rate,audio_rms,audio_short_time_energy,audio_zero_crossing_rate,audio_spectral_centroid,audio_spectral_bandwidth,audio_spectral_rolloff,audio_spectral_flatness,audio_quality_flag,warnings
media_000001_w0001,media_000001,room_1,room_1_10_11_12_13_aug,2025-08-10T11:25:46,2025-08-10T11:25:49.536867,True,3.536867,22050,0.0499202199280262,0.0026320661418139935,0.043652773368406735,1264.7447436816024,1565.3478632839765,2554.75,0.16688089072704315,ok,
