window_id,media_id,system_id,room_id,session_id,start_time,end_time,video_path,video_start_offset_sec,duration_seconds,zone_config_id,zone_id,semantic_type,zone_area_pixels,zone_area_fraction,activity_mean,activity_std,activity_sum,activity_norm,frame_count_used,quality_status,warnings,start_time_dt,end_time_dt
video_000003_w0014,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:13-03:00,2025-08-16T06:02:43-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",130.0,30.0,room1_aug16_17_semantic_v1,general_zone,general,1908762,0.9205063657407407,0.0005170692398678512,0.001323431528483828,262.6039524078369,0.994180177139178,15,ok,mapping_override,2025-08-16 06:02:13-03:00,2025-08-16 06:02:43-03:00
video_000003_w0015,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",140.0,30.0,room1_aug16_17_semantic_v1,drinking_zone,drinking,71708,0.034581404320987656,7.528938288790717e-05,0.00046963059867266566,1.4941177982836962,0.005762076074901291,15,ok,mapping_override,2025-08-16 06:02:23-03:00,2025-08-16 06:02:53-03:00
video_000003_w0015,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",140.0,30.0,room1_aug16_17_semantic_v1,feeding_zone,feeding,93130,0.044912229938271604,4.938272146925253e-05,0.00035469774544859923,1.2666668016463518,0.004884909664433536,15,ok,mapping_override,2025-08-16 06:02:23-03:00,2025-08-16 06:02:53-03:00
video_000003_w0015,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",140.0,30.0,room1_aug16_17_semantic_v1,general_zone,general,1908762,0.9205063657407407,0.0005051316499399642,0.001309884952691694,256.5412063598633,0.9893530142606651,15,ok,mapping_override,2025-08-16 06:02:23-03:00,2025-08-16 06:02:53-03:00
video_000003_w0016,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",150.0,30.0,room1_aug16_17_semantic_v1,drinking_zone,drinking,71708,0.034581404320987656,9.880496448507377e-05,0.0005391194950789213,1.9607845097780228,0.00718390794192535,15,ok,mapping_override,2025-08-16 06:02:33-03:00,2025-08-16 06:03:03-03:00
video_000003_w0016,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",150.0,30.0,room1_aug16_17_semantic_v1,feeding_zone,feeding,93130,0.044912229938271604,5.381646436338391e-05,0.0003908038216953476,1.3803923055529594,0.005057471230205298,15,ok,mapping_override,2025-08-16 06:02:33-03:00,2025-08-16 06:03:03-03:00
video_000003_w0016,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",150.0,30.0,room1_aug16_17_semantic_v1,general_zone,general,1908762,0.9205063657407407,0.000530844577588141,0.0013322624067465465,269.60003089904785,0.9877586208278694,15,ok,mapping_override,2025-08-16 06:02:33-03:00,2025-08-16 06:03:03-03:00
video_000003_w0017,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",160.0,30.0,room1_aug16_17_semantic_v1,drinking_zone,drinking,71708,0.034581404320987656,0.00011619463803071994,0.000627673155395314,2.3058825843036175,0.007589349066534251,15,ok,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00
video_000003_w0017,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",160.0,30.0,room1_aug16_17_semantic_v1,feeding_zone,feeding,93130,0.044912229938271604,6.146084892861836e-05,0.00041063581447815524,1.5764707722701132,0.005188636691820104,15,ok,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00
video_000003_w0017,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",160.0,30.0,room1_aug16_17_semantic_v1,general_zone,general,1908762,0.9205063657407407,0.0005906020349357277,0.0013942353349799912,299.9490509033203,0.9872220142416457,15,ok,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00
video_000003_w0018,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",170.0,30.0,room1_aug16_17_semantic_v1,drinking_zone,drinking,71708,0.034581404320987656,9.14933975460978e-05,0.0005390000810924296,1.8156864624470472,0.005769901750418394,15,ok,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00
video_000003_w0018,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",170.0,30.0,room1_aug16_17_semantic_v1,feeding_zone,feeding,93130,0.044912229938271604,4.510186571072457e-05,0.0003399700532706144,1.1568628610111773,0.0036762872802093673,15,ok,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00
video_000003_w0018,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",170.0,30.0,room1_aug16_17_semantic_v1,general_zone,general,1908762,0.9205063657407407,0.0006137591126995783,0.0014153988022978107,311.7098388671875,0.9905538109693722,15,ok,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00
video_000003_w0019,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",180.0,30.0,room1_aug16_17_semantic_v1,drinking_zone,drinking,71708,0.034581404320987656,6.797781613083013e-05,0.0004337698958503703,1.3490197472274303,0.00425489800896886,15,ok,mapping_override,2025-08-16 06:03:03-03:00,2025-08-16 06:03:33-03:00
video_000003_w0019,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,"data/raw/video/Room 1/Room 1 (16, 17 Aug)/GX010044.MP4",180.0,30.0,room1_aug16_17_semantic_v1,feeding_zone,feeding,93130,0.044912229938271604,3.149486212047729e-05,0.0002128729776207668,0.8078432199545205,0.002547991247131827,15,ok,mapping_override,2025-08-16 06:03:03-03:00,2025-08-16 06:03:33-03:00
