window_id,room_id,session_id,start_time,end_time,media_id,system_id,duration_seconds,zone_config_id,activity_mean,activity_total,drinking_activity_fraction,feeding_activity_fraction,general_activity_fraction,drinking_to_feeding_activity_ratio,feeding_plus_drinking_activity_fraction,functional_area_activity_fraction,spatial_freedom_index,occupancy_imbalance_index,warnings,start_time_dt,end_time_dt,semantic_transition_proxy,normalized_activity,mobility_index
video_000014_w0091,room_1,room_1_16_17_aug,2025-08-16T15:27:06-03:00,2025-08-16T15:27:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007654164684936404,0.022962494054809213,0.2983275757439303,0.5279711108292977,0.17370131342677206,0.5650452640776871,0.826298686573228,0.826298686573228,0.9121674253129652,0.19463777749596434,mapping_override,2025-08-16 15:27:06-03:00,2025-08-16 15:27:36-03:00,0.0486066239258702,0.25184893785195844,0.19087624367413197
video_000014_w0092,room_1,room_1_16_17_aug,2025-08-16T15:27:16-03:00,2025-08-16T15:27:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007023451301372714,0.02107035390411814,0.31624557594031055,0.48349277616919545,0.20026164789049394,0.6540854207708829,0.7997383521095061,0.7997383521095061,0.9443582464013317,0.15015944283586213,mapping_override,2025-08-16 15:27:16-03:00,2025-08-16 15:27:46-03:00,0.04447833466010219,0.23078348861640618,0.17489194242951497
video_000014_w0093,room_1,room_1_16_17_aug,2025-08-16T15:27:26-03:00,2025-08-16T15:27:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006290198355499241,0.01887059506649772,0.3074742547645267,0.4683789180190784,0.22414682721639498,0.6564647616185032,0.7758531727836051,0.7758531727836051,0.9585549501448,0.135045584685745,mapping_override,2025-08-16 15:27:26-03:00,2025-08-16 15:27:56-03:00,0.023885179325900965,0.20629327941735404,0.1515708493899181
video_000014_w0094,room_1,room_1_16_17_aug,2025-08-16T15:27:36-03:00,2025-08-16T15:28:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005724839669548803,0.01717451900864641,0.3765336463209502,0.3781126894494895,0.24535366422956026,0.9958238822113104,0.7546463357704397,0.7546463357704397,0.9832878737969567,0.08797966910377307,mapping_override,2025-08-16 15:27:36-03:00,2025-08-16 15:28:06-03:00,0.09026622856958882,0.18741063793688384,0.15826731512669534
video_000014_w0095,room_1,room_1_16_17_aug,2025-08-16T15:27:46-03:00,2025-08-16T15:28:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005311163592462739,0.015933490777388218,0.371308657984864,0.38188594439521223,0.24680539761992365,0.9723024987811496,0.7531946023800762,0.7531946023800762,0.9837853415790242,0.08652793571340964,mapping_override,2025-08-16 15:27:46-03:00,2025-08-16 15:28:16-03:00,0.005224988336086159,0.17359410473985376,0.12308336981872348
video_000014_w0096,room_1,room_1_16_17_aug,2025-08-16T15:27:56-03:00,2025-08-16T15:28:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0057397670888652405,0.01721930126659572,0.3865025665590101,0.39723993464803325,0.2162574987929567,0.9729700688362645,0.7837425012070434,0.7837425012070434,0.9696829235253004,0.11707583454037668,mapping_override,2025-08-16 15:27:56-03:00,2025-08-16 15:28:26-03:00,0.03054789882696704,0.1879092048010456,0.140700813008822
video_000014_w0097,room_1,room_1_16_17_aug,2025-08-16T15:28:06-03:00,2025-08-16T15:28:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005806799853841464,0.017420399561524393,0.34649002302677,0.4415649137225519,0.21194506325067802,0.7846864917453106,0.7880549367493219,0.7880549367493219,0.9621331170213573,0.12138827008265529,mapping_override,2025-08-16 15:28:06-03:00,2025-08-16 15:28:36-03:00,0.04432497907451871,0.1901480590009466,0.14640113502301824
video_000014_w0098,room_1,room_1_16_17_aug,2025-08-16T15:28:16-03:00,2025-08-16T15:28:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0059878185650126805,0.01796345569503804,0.338864398076473,0.4488892075614503,0.21224639436207665,0.7548954003980692,0.7877536056379233,0.7877536056379233,0.9605192831312935,0.12108693897125666,mapping_override,2025-08-16 15:28:16-03:00,2025-08-16 15:28:46-03:00,0.007625624950297005,0.19619397553012596,0.13962347035617725
video_000014_w0099,room_1,room_1_16_17_aug,2025-08-16T15:28:26-03:00,2025-08-16T15:28:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006300422575117812,0.018901267725353436,0.33452382236901257,0.4534311749476978,0.21204500268328974,0.7377609675991049,0.7879549973167104,0.7879549973167104,0.9592247135758254,0.12128833065004366,mapping_override,2025-08-16 15:28:26-03:00,2025-08-16 15:28:56-03:00,0.004541967386247431,0.20663476222866084,0.1460069237759368
video_000014_w0100,room_1,room_1_16_17_aug,2025-08-16T15:28:36-03:00,2025-08-16T15:29:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0063459908434500304,0.01903797253035009,0.36947854472796,0.4251918322585795,0.2053296230134605,0.8689690551328898,0.7946703769865395,0.7946703769865395,0.9617329191538744,0.12800371031987284,mapping_override,2025-08-16 15:28:36-03:00,2025-08-16 15:29:06-03:00,0.03495472235894749,0.20815671509714223,0.1561961172756838
video_000014_w0101,room_1,room_1_16_17_aug,2025-08-16T15:28:46-03:00,2025-08-16T15:29:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006665148767125276,0.019995446301375827,0.33651737110833524,0.47369268965723166,0.18978993923443307,0.7104128445635128,0.8102100607655669,0.8102100607655669,0.9428662624493094,0.14354339409890027,mapping_override,2025-08-16 15:28:46-03:00,2025-08-16 15:29:16-03:00,0.048500857398652175,0.21881639858335167,0.16772173622794181
video_000014_w0102,room_1,room_1_16_17_aug,2025-08-16T15:28:56-03:00,2025-08-16T15:29:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0063089032605704335,0.0189267097817113,0.33747783838059225,0.47483386749255097,0.1876882941268568,0.7107282388316298,0.8123117058731433,0.8123117058731433,0.9414023424229724,0.14564503920647653,mapping_override,2025-08-16 15:28:56-03:00,2025-08-16 15:29:26-03:00,0.0021016451075762943,0.2069180120431415,0.14547310196247193
video_000014_w0103,room_1,room_1_16_17_aug,2025-08-16T15:29:06-03:00,2025-08-16T15:29:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00595676716313594,0.017870301489407818,0.28201234379061313,0.524454885234205,0.19353277097518182,0.5377246961188574,0.8064672290248182,0.8064672290248182,0.9223399399784283,0.1911215519008717,mapping_override,2025-08-16 15:29:06-03:00,2025-08-16 15:29:36-03:00,0.0554654945899791,0.19515687730615722,0.15324946249130375
video_000014_w0104,room_1,room_1_16_17_aug,2025-08-16T15:29:16-03:00,2025-08-16T15:29:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0064046597211725185,0.019213979163517556,0.3411124803530704,0.48544712380458027,0.17344039584234933,0.7026769005853403,0.8265596041576506,0.8265596041576506,0.9298643220921373,0.15989293749098402,mapping_override,2025-08-16 15:29:16-03:00,2025-08-16 15:29:46-03:00,0.05910013656245726,0.2101162204724473,0.16481139529945027
video_000014_w0105,room_1,room_1_16_17_aug,2025-08-16T15:29:26-03:00,2025-08-16T15:29:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00686803905086385,0.02060411715259155,0.27184156209624855,0.5623732224917312,0.16578521541202026,0.48338283407554233,0.8342147845879797,0.8342147845879797,0.8881257694471959,0.22903988915839785,mapping_override,2025-08-16 15:29:26-03:00,2025-08-16 15:29:56-03:00,0.0769260986871509,0.22559281253596622,0.18099279838132162
video_000014_w0106,room_1,room_1_16_17_aug,2025-08-16T15:29:36-03:00,2025-08-16T15:30:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007439561643534236,0.022318684930602708,0.2354724590992464,0.6039624360340788,0.16056510486667475,0.38987931210668836,0.8394348951333253,0.8394348951333253,0.8544940755358763,0.27062910270074547,mapping_override,2025-08-16 15:29:36-03:00,2025-08-16 15:30:06-03:00,0.04158921354234767,0.24468132480891605,0.18375369142894551
video_000014_w0107,room_1,room_1_16_17_aug,2025-08-16T15:29:46-03:00,2025-08-16T15:30:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007463334966450929,0.022390004899352788,0.14279276675066163,0.6790286948519701,0.17817853839736827,0.2102897386122847,0.8218214616026318,0.8218214616026318,0.7719968714360866,0.3456953615186368,mapping_override,2025-08-16 15:29:46-03:00,2025-08-16 15:30:16-03:00,0.09267969234858481,0.24547533955493644,0.19963664539303094
video_000014_w0108,room_1,room_1_16_17_aug,2025-08-16T15:29:56-03:00,2025-08-16T15:30:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007304440526705649,0.021913321580116947,0.15888458770267652,0.6490078154800618,0.19210759681726164,0.2448115167691037,0.8078924031827384,0.8078924031827384,0.8099064782402491,0.31567448214672844,mapping_override,2025-08-16 15:29:56-03:00,2025-08-16 15:30:26-03:00,0.030020879371908296,0.24016836043971096,0.17712411611937015
video_000014_w0109,room_1,room_1_16_17_aug,2025-08-16T15:30:06-03:00,2025-08-16T15:30:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00729715005080733,0.02189145015242199,0.1793085131566554,0.6263020758431128,0.1943894110002318,0.286297172039985,0.8056105889997682,0.8056105889997682,0.8370721627880519,0.29296874250977945,mapping_override,2025-08-16 15:30:06-03:00,2025-08-16 15:30:36-03:00,0.022705739636949024,0.23992486291144968,0.17475912592909948
video_000014_w0110,room_1,room_1_16_17_aug,2025-08-16T15:30:16-03:00,2025-08-16T15:30:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006705239844611949,0.020115719533835848,0.22383200579421342,0.5795158912112254,0.19665210299456118,0.3862396341304639,0.8033478970054388,0.8033478970054388,0.8838660372359785,0.24618255787789206,mapping_override,2025-08-16 15:30:16-03:00,2025-08-16 15:30:46-03:00,0.04678618463188741,0.2201554165582395,0.16814464698033388
video_000014_w0111,room_1,room_1_16_17_aug,2025-08-16T15:30:26-03:00,2025-08-16T15:30:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006310724280774594,0.01893217284232378,0.24036126501914065,0.5650380171632742,0.19460071781758514,0.42538954498292725,0.8053992821824149,0.8053992821824149,0.8954426933950571,0.23170468382994083,mapping_override,2025-08-16 15:30:26-03:00,2025-08-16 15:30:56-03:00,0.016529259224927234,0.2069788330272324,0.14984396088654084
video_000014_w0112,room_1,room_1_16_17_aug,2025-08-16T15:30:36-03:00,2025-08-16T15:31:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005687393356735507,0.01706218007020652,0.28577968687126165,0.49903471187879467,0.2151856012499438,0.5726649470842254,0.7848143987500563,0.7848143987500563,0.9424593996057582,0.16570137854546127,mapping_override,2025-08-16 15:30:36-03:00,2025-08-16 15:31:06-03:00,0.06600330528447958,0.18615995351796433,0.1501129590479189
video_000014_w0113,room_1,room_1_16_17_aug,2025-08-16T15:30:46-03:00,2025-08-16T15:31:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005786636420008209,0.017359909260024627,0.33475475694044554,0.45261504236988187,0.21263020068967267,0.7396014838297847,0.7873697993103275,0.7873697993103275,0.9596920220153318,0.12070313264366071,mapping_override,2025-08-16 15:30:46-03:00,2025-08-16 15:31:16-03:00,0.048975070069183904,0.1894746123881145,0.1473247496924353
video_000014_w0114,room_1,room_1_16_17_aug,2025-08-16T15:30:56-03:00,2025-08-16T15:31:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005882598433850541,0.01764779530155162,0.33861021335268177,0.447579337344182,0.21381044930313614,0.7565367413113967,0.7861895506968637,0.7861895506968637,0.9615135316692534,0.11952288403019715,mapping_override,2025-08-16 15:30:56-03:00,2025-08-16 15:31:26-03:00,0.005035705025699791,0.19267968617252526,0.1363864918284776
video_000014_w0115,room_1,room_1_16_17_aug,2025-08-16T15:31:06-03:00,2025-08-16T15:31:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006208552797842357,0.018625658393527072,0.3484071132178749,0.4565536330065654,0.19503925377555972,0.7631241721229818,0.8049607462244402,0.8049607462244402,0.9503967009698968,0.13829407955777362,mapping_override,2025-08-16 15:31:06-03:00,2025-08-16 15:31:36-03:00,0.01877119552757646,0.20356636669447578,0.14812781534440597
video_000014_w0116,room_1,room_1_16_17_aug,2025-08-16T15:31:16-03:00,2025-08-16T15:31:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005797183699905873,0.017391551099717618,0.2926274753098631,0.49836582905840493,0.20900669563173196,0.5871740361146817,0.790993304368268,0.790993304368268,0.9410470491593288,0.1650324957250716,mapping_override,2025-08-16 15:31:16-03:00,2025-08-16 15:31:46-03:00,0.055779637908011784,0.18982688521924104,0.14961271102587226
video_000014_w0117,room_1,room_1_16_17_aug,2025-08-16T15:31:26-03:00,2025-08-16T15:31:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005171324726608064,0.015513974179824194,0.27290185493383917,0.4929487405861264,0.23414940448003443,0.5536110196961922,0.7658505955199656,0.7658505955199656,0.9494037021936933,0.15961540725279305,mapping_override,2025-08-16 15:31:26-03:00,2025-08-16 15:31:56-03:00,0.025142708848302456,0.16892357037894562,0.12578931191975268
video_000014_w0118,room_1,room_1_16_17_aug,2025-08-16T15:31:36-03:00,2025-08-16T15:32:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.004778492378277911,0.014335477134833734,0.21606101772171535,0.5218911069874801,0.2620478752908045,0.41399635829950737,0.7379521247091955,0.7379521247091955,0.9296939704459382,0.18855777365414678,mapping_override,2025-08-16 15:31:36-03:00,2025-08-16 15:32:06-03:00,0.05684083721212377,0.15580320523769128,0.12611449483002102
video_000014_w0119,room_1,room_1_16_17_aug,2025-08-16T15:31:46-03:00,2025-08-16T15:32:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0050937868654727944,0.015281360596418382,0.1992216794866513,0.5473151267855159,0.25346319372783277,0.36399812418252986,0.7465368062721671,0.7465368062721671,0.9094953757368538,0.21398179345218257,mapping_override,2025-08-16 15:31:46-03:00,2025-08-16 15:32:16-03:00,0.02542401979803577,0.16633385225952127,0.12406090252107561
video_000014_w0120,room_1,room_1_16_17_aug,2025-08-16T15:31:56-03:00,2025-08-16T15:32:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005001410707417462,0.015004232122252385,0.19067928902206513,0.5472242232021004,0.26209648777583444,0.3484481880321362,0.7379035122241655,0.7379035122241655,0.9073852143744002,0.2138908898687671,mapping_override,2025-08-16 15:31:56-03:00,2025-08-16 15:32:26-03:00,0.008633294048001644,0.16324854391059285,0.11686396895181549
video_000014_w0121,room_1,room_1_16_17_aug,2025-08-16T15:32:06-03:00,2025-08-16T15:32:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005295263779246145,0.015885791337738434,0.1780453112694832,0.5766421976740561,0.2453124910564607,0.30876219601625887,0.7546875089435393,0.7546875089435393,0.8824179515475511,0.24330886434072277,mapping_override,2025-08-16 15:32:06-03:00,2025-08-16 15:32:36-03:00,0.029417974471955696,0.17306306050185702,0.1299695346928866
video_000014_w0122,room_1,room_1_16_17_aug,2025-08-16T15:32:16-03:00,2025-08-16T15:32:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006088460573098726,0.01826538171929618,0.18895072517388203,0.601133543327979,0.2099157314981389,0.3143240420885819,0.790084268501861,0.790084268501861,0.8633357890632158,0.2678002099946457,mapping_override,2025-08-16 15:32:16-03:00,2025-08-16 15:32:46-03:00,0.035396759558321736,0.19955535831912227,0.1503077786908821
video_000014_w0123,room_1,room_1_16_17_aug,2025-08-16T15:32:26-03:00,2025-08-16T15:32:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.008154774420998162,0.024464323262994487,0.1705558439340245,0.6712557253392274,0.15818843072674818,0.2540847511547585,0.841811569273252,0.841811569273252,0.7836443034621808,0.33792239200589397,mapping_override,2025-08-16 15:32:26-03:00,2025-08-16 15:32:56-03:00,0.07012218201124834,0.2685690031885254,0.20903495683534226
video_000014_w0124,room_1,room_1_16_17_aug,2025-08-16T15:32:36-03:00,2025-08-16T15:33:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.009581511659133768,0.0287445349774013,0.1849430464784328,0.6702646201210948,0.1447923334004724,0.2759254194933035,0.8552076665995276,0.8552076665995276,0.7828927938213409,0.33693128678776146,mapping_override,2025-08-16 15:32:36-03:00,2025-08-16 15:33:06-03:00,0.01438720254440834,0.31622117237605724,0.22567098142656256
video_000014_w0125,room_1,room_1_16_17_aug,2025-08-16T15:32:46-03:00,2025-08-16T15:33:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.010501632218559584,0.03150489665567875,0.21627081725869138,0.6560190768912805,0.127710105850028,0.3296715368149776,0.8722898941499718,0.8722898941499718,0.7924000334885097,0.3226857435579472,mapping_override,2025-08-16 15:32:46-03:00,2025-08-16 15:33:16-03:00,0.03132777078025864,0.3469526479405284,0.2522651847924474
video_000014_w0126,room_1,room_1_16_17_aug,2025-08-16T15:32:56-03:00,2025-08-16T15:33:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.01025764523074031,0.030772935692220928,0.25035050468303177,0.6289159806984251,0.12073351461854306,0.3980666931137797,0.8792664853814569,0.8792664853814569,0.8134120098199232,0.2955826473650918,mapping_override,2025-08-16 15:32:56-03:00,2025-08-16 15:33:26-03:00,0.03407968742434034,0.338803628687121,0.24738644630828677
video_000014_w0127,room_1,room_1_16_17_aug,2025-08-16T15:33:06-03:00,2025-08-16T15:33:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.009664861878587139,0.02899458563576142,0.27452461028601377,0.6110532049829392,0.11442218473104707,0.44926465984852915,0.8855778152689531,0.8855778152689531,0.8227838578222416,0.2777198716496059,mapping_override,2025-08-16 15:33:06-03:00,2025-08-16 15:33:36-03:00,0.024174105602981943,0.3190050197819048,0.23055574552822794
video_000014_w0128,room_1,room_1_16_17_aug,2025-08-16T15:33:16-03:00,2025-08-16T15:33:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007573782952709329,0.022721348858127988,0.2707669137899272,0.5785566509394213,0.15067643527065164,0.46800415024228675,0.8493235647293484,0.8493235647293484,0.8697577393344631,0.2452233176060879,mapping_override,2025-08-16 15:33:16-03:00,2025-08-16 15:33:46-03:00,0.03625425053960454,0.2491642361414481,0.185291240460895
video_000014_w0129,room_1,room_1_16_17_aug,2025-08-16T15:33:26-03:00,2025-08-16T15:33:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00612372024398711,0.01837116073196133,0.2784219903869148,0.5190528760917748,0.2025251335213105,0.5364039064445651,0.7974748664786895,0.7974748664786895,0.9282387401686008,0.18571954275844138,mapping_override,2025-08-16 15:33:26-03:00,2025-08-16 15:33:56-03:00,0.05950377484764652,0.2007330102074725,0.1583642395995247
video_000014_w0130,room_1,room_1_16_17_aug,2025-08-16T15:33:36-03:00,2025-08-16T15:34:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.004812581650912762,0.014437744952738285,0.27855852517113266,0.4685404582605151,0.2529010165683523,0.5945239525425362,0.7470989834316477,0.7470989834316477,0.9638765017616461,0.13520712492718173,mapping_override,2025-08-16 15:33:36-03:00,2025-08-16 15:34:06-03:00,0.05051241783125966,0.1569417665254015,0.12501296191715894
video_000014_w0131,room_1,room_1_16_17_aug,2025-08-16T15:33:46-03:00,2025-08-16T15:34:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005456469549487034,0.016369408648461103,0.3331483090182889,0.4477706365519736,0.21908105442973758,0.7440155334518451,0.7809189455702625,0.7809189455702625,0.9635716489079683,0.11443730321864021,mapping_override,2025-08-16 15:33:46-03:00,2025-08-16 15:34:16-03:00,0.05458978384715624,0.17844723667122894,0.1412900008240071
video_000014_w0132,room_1,room_1_16_17_aug,2025-08-16T15:33:56-03:00,2025-08-16T15:34:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00626617311500013,0.01879851934500039,0.3206893858756467,0.5028285970062654,0.17648201711808778,0.6377707787205484,0.8235179828819121,0.8235179828819121,0.9252822568760277,0.1694952636729321,mapping_override,2025-08-16 15:33:56-03:00,2025-08-16 15:34:26-03:00,0.055057960454291885,0.2054908507749708,0.1603609836787671
video_000014_w0133,room_1,room_1_16_17_aug,2025-08-16T15:34:06-03:00,2025-08-16T15:34:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007500787037942144,0.022502361113826433,0.32075309718350314,0.5278487455424474,0.15139815727404954,0.6076610011716121,0.8486018427259505,0.8486018427259505,0.8991393066847695,0.19451541220911403,mapping_override,2025-08-16 15:34:06-03:00,2025-08-16 15:34:36-03:00,0.025083859844038367,0.24672621631024919,0.18023350937038593
video_000014_w0134,room_1,room_1_16_17_aug,2025-08-16T15:34:16-03:00,2025-08-16T15:34:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007724146105142104,0.02317243831542631,0.2897746314679576,0.5641865331889648,0.14603883534307757,0.513614938361002,0.8539611646569225,0.8539611646569225,0.8763920700956978,0.23085319985563146,mapping_override,2025-08-16 15:34:16-03:00,2025-08-16 15:34:46-03:00,0.03633778764651745,0.2541862753703815,0.1888317290532223
video_000014_w0135,room_1,room_1_16_17_aug,2025-08-16T15:34:26-03:00,2025-08-16T15:34:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.007172241243016388,0.021516723729049163,0.2753551337633173,0.5600363555627543,0.16460851067392862,0.4916736762323685,0.8353914893260717,0.8353914893260717,0.8891135683762149,0.22670302222942088,mapping_override,2025-08-16 15:34:26-03:00,2025-08-16 15:34:56-03:00,0.01856967533085095,0.23575298354728247,0.170597991082353
video_000014_w0136,room_1,room_1_16_17_aug,2025-08-16T15:34:36-03:00,2025-08-16T15:35:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00727528681875103,0.02182586045625309,0.19991993245829934,0.6434338327225678,0.15664623481913287,0.3107078339545438,0.8433537651808671,0.8433537651808671,0.8155172906418483,0.31010049938923445,mapping_override,2025-08-16 15:34:36-03:00,2025-08-16 15:35:06-03:00,0.08339747715981359,0.23919464405608815,0.19245549398720577
video_000014_w0137,room_1,room_1_16_17_aug,2025-08-16T15:34:46-03:00,2025-08-16T15:35:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006342574260714981,0.019027722782144943,0.15572860082963413,0.6641807716340528,0.18009062753631314,0.23446719248812695,0.8199093724636869,0.8199093724636869,0.7920092315927437,0.3308474383007194,mapping_override,2025-08-16 15:34:46-03:00,2025-08-16 15:35:16-03:00,0.044191331628665204,0.20804260328020632,0.15888722178474396
video_000014_w0138,room_1,room_1_16_17_aug,2025-08-16T15:34:56-03:00,2025-08-16T15:35:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006407343016730414,0.01922202905019124,0.21790310434187335,0.6100226240014744,0.17207427165665232,0.35720495563349247,0.8279257283433478,0.8279257283433478,0.8523030701766329,0.2766892906681411,mapping_override,2025-08-16 15:34:56-03:00,2025-08-16 15:35:26-03:00,0.062174503512239174,0.2102058409368799,0.16579643970948768
video_000014_w0139,room_1,room_1_16_17_aug,2025-08-16T15:35:06-03:00,2025-08-16T15:35:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.00541226158125533,0.01623678474376599,0.2778770323042076,0.5163334532425531,0.20578951445323923,0.5381735980094863,0.7942104855467607,0.7942104855467607,0.9306954488381423,0.18300011990921977,mapping_override,2025-08-16 15:35:06-03:00,2025-08-16 15:35:36-03:00,0.09368917075892128,0.17697071701133207,0.15198625313560882
video_000014_w0140,room_1,room_1_16_17_aug,2025-08-16T15:35:16-03:00,2025-08-16T15:35:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005579707264486286,0.016739121793458857,0.30123516692000113,0.49175052772846417,0.20701430535153476,0.6125772112772145,0.7929856946484652,0.7929856946484652,0.94347984659712,0.1584171943951308,mapping_override,2025-08-16 15:35:16-03:00,2025-08-16 15:35:46-03:00,0.02458292551408897,0.18256330253708042,0.135169189430183
video_000014_w0141,room_1,room_1_16_17_aug,2025-08-16T15:35:26-03:00,2025-08-16T15:35:56-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.004815373233416014,0.014446119700248042,0.24257147275551344,0.5189311100083979,0.23849741723608872,0.4674444605018726,0.7615025827639113,0.7615025827639113,0.9337821353260644,0.1855977766750645,mapping_override,2025-08-16 15:35:26-03:00,2025-08-16 15:35:56-03:00,0.058663694164487676,0.1570350037089489,0.12752361084561054
video_000014_w0142,room_1,room_1_16_17_aug,2025-08-16T15:35:36-03:00,2025-08-16T15:36:06-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0048478612158861425,0.014543583647658427,0.24954672127895494,0.5138976647282392,0.23655561399280592,0.4855961379215859,0.7634443860071941,0.7634443860071941,0.9371164875643281,0.1805643313949058,mapping_override,2025-08-16 15:35:36-03:00,2025-08-16 15:36:06-03:00,0.006975248523441502,0.15812008286427476,0.11277663256202478
video_000014_w0143,room_1,room_1_16_17_aug,2025-08-16T15:35:46-03:00,2025-08-16T15:36:16-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.004573345236066315,0.013720035708198946,0.260838642708584,0.5001486480635617,0.23901270922785423,0.5215222388753415,0.7609872907721458,0.7609872907721458,0.9458669248513584,0.16681531473022843,mapping_override,2025-08-16 15:35:46-03:00,2025-08-16 15:36:16-03:00,0.013749016664677385,0.14895141356385788,0.10839069449410373
video_000014_w0144,room_1,room_1_16_17_aug,2025-08-16T15:35:56-03:00,2025-08-16T15:36:26-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.005221657025524312,0.015664971076572935,0.24878837350010624,0.5348980020103427,0.2163136244895511,0.46511367132624987,0.7836863755104488,0.7836863755104488,0.9211247172199598,0.2015646686770093,mapping_override,2025-08-16 15:35:56-03:00,2025-08-16 15:36:26-03:00,0.034749353946780887,0.17060463901544426,0.12984805349484524
video_000014_w0145,room_1,room_1_16_17_aug,2025-08-16T15:36:06-03:00,2025-08-16T15:36:36-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.0056969832008083665,0.0170909496024251,0.2521380893834068,0.5362937130616566,0.21156819755493653,0.4701492544896177,0.7884318024450634,0.7884318024450634,0.9194782361016475,0.20296037972832331,mapping_override,2025-08-16 15:36:06-03:00,2025-08-16 15:36:36-03:00,0.004745426934614563,0.18648024856601333,0.1319598020765937
video_000014_w0146,room_1,room_1_16_17_aug,2025-08-16T15:36:16-03:00,2025-08-16T15:36:46-03:00,video_000014,free_range,30.0,room1_aug16_17_semantic_v1,0.006472439634510213,0.01941731890353064,0.2628513655622126,0.547392962545075,0.18975567189271234,0.48018769612984963,0.8102443281072875,0.8102443281072875,0.9070016484151465,0.21405962921174165,mapping_override,2025-08-16 15:36:16-03:00,2025-08-16 15:36:46-03:00,0.021812525662224164,0.21238002898010544,0.15520977798474103
