window_id,media_id,room_id,session_id,start_time,end_time,audio_rms,audio_short_time_energy,audio_zero_crossing_rate,audio_spectral_centroid,audio_spectral_bandwidth,audio_spectral_rolloff,audio_spectral_flatness,audio_duration_sec,audio_sample_rate,audio_available,audio_quality_flag,audio_warning
video_000003_w0026,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:13-03:00,2025-08-16T06:04:43-03:00,0.0685695260763168,0.0047280951403081,0.0377477407455444,1145.03466796875,1530.3641357421875,2227.033447265625,0.1169317066669464,30.0,22050,True,ok,
video_000003_w0027,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:23-03:00,2025-08-16T06:04:53-03:00,0.068403773009777,0.0047122025862336,0.0372972339391708,1146.2347412109375,1529.79345703125,2227.166748046875,0.1163274422287941,30.0,22050,True,ok,
video_000003_w0028,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:33-03:00,2025-08-16T06:05:03-03:00,0.0703731775283813,0.004985699430108,0.0359547659754753,1142.76513671875,1538.3846435546875,2225.166748046875,0.1182144805788993,30.0,22050,True,ok,
video_000003_w0029,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:43-03:00,2025-08-16T06:05:13-03:00,0.0702115595340728,0.0049708331935107,0.0360303595662117,1142.80029296875,1535.1522216796875,2230.2666015625,0.1176214665174484,30.0,22050,True,ok,
video_000003_w0030,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:53-03:00,2025-08-16T06:05:23-03:00,0.0703241899609565,0.0049889292567968,0.0360787361860275,1141.141845703125,1533.798095703125,2230.033447265625,0.116935022175312,30.0,22050,True,ok,
video_000003_w0031,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:03-03:00,2025-08-16T06:05:33-03:00,0.0689455568790435,0.0047996612265706,0.0369722060859203,1161.1092529296875,1553.76416015625,2241.966552734375,0.1191603019833564,30.0,22050,True,ok,
video_000003_w0032,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:13-03:00,2025-08-16T06:05:43-03:00,0.0688853040337562,0.0047967382706701,0.0371778011322021,1166.864501953125,1563.2403564453125,2247.60009765625,0.119624450802803,30.0,22050,True,ok,
video_000003_w0033,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:23-03:00,2025-08-16T06:05:53-03:00,0.0679596289992332,0.0046680271625518,0.0375965684652328,1161.505615234375,1550.6112060546875,2243.2666015625,0.1178678721189498,30.0,22050,True,ok,
video_000003_w0034,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:33-03:00,2025-08-16T06:06:03-03:00,0.0694740936160087,0.0048844618722796,0.0364763289690017,1135.3126220703125,1517.49609375,2221.033447265625,0.1130791679024696,30.0,22050,True,ok,
video_000003_w0035,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:43-03:00,2025-08-16T06:06:13-03:00,0.0705132931470871,0.0050219292752444,0.0350945591926574,1119.703857421875,1495.81103515625,2202.7333984375,0.1102167069911956,30.0,22050,True,ok,
video_000003_w0036,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:05:53-03:00,2025-08-16T06:06:23-03:00,0.0716311931610107,0.0051731299608945,0.0345881134271621,1116.41845703125,1501.54541015625,2202.533447265625,0.1104144155979156,30.0,22050,True,ok,
video_000003_w0037,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:03-03:00,2025-08-16T06:06:33-03:00,0.0697324052453041,0.004911960568279,0.0364491194486618,1136.751708984375,1522.431884765625,2223.13330078125,0.113534428179264,30.0,22050,True,ok,
video_000003_w0038,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:13-03:00,2025-08-16T06:06:43-03:00,0.0680500343441963,0.0046876105479896,0.0377991423010826,1161.8116455078125,1553.960693359375,2250.966552734375,0.1185169368982315,30.0,22050,True,ok,
video_000003_w0039,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:23-03:00,2025-08-16T06:06:53-03:00,0.0677147954702377,0.0046457098796963,0.0379911437630653,1169.8487548828125,1560.7398681640625,2256.066650390625,0.1205713227391243,30.0,22050,True,ok,
video_000003_w0040,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:33-03:00,2025-08-16T06:07:03-03:00,0.0700234174728393,0.004962287377566,0.0359638407826423,1152.1046142578125,1549.143798828125,2235.699951171875,0.1185807213187217,30.0,22050,True,ok,
video_000003_w0041,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:43-03:00,2025-08-16T06:07:13-03:00,0.0707317218184471,0.0050503737293183,0.0357083491981029,1132.9112548828125,1527.162109375,2212.833251953125,0.1150576621294021,30.0,22050,True,ok,
video_000003_w0042,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:06:53-03:00,2025-08-16T06:07:23-03:00,0.0698814541101455,0.004933126270771,0.0365594811737537,1129.3409423828125,1518.4825439453125,2208.566650390625,0.1136129796504974,30.0,22050,True,ok,
video_000003_w0043,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:07:03-03:00,2025-08-16T06:07:33-03:00,0.068619966506958,0.004756917245686,0.0372352488338947,1131.3746337890625,1508.095703125,2211.333251953125,0.1123176664113998,30.0,22050,True,ok,
video_000003_w0044,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:07:13-03:00,2025-08-16T06:07:43-03:00,0.0693515688180923,0.0048587662167847,0.0366335585713386,1129.1783447265625,1508.0472412109375,2206.966552734375,0.1121734082698822,30.0,22050,True,ok,
video_000003_w0045,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:07:23-03:00,2025-08-16T06:07:53-03:00,0.0699161663651466,0.0049258419312536,0.0361422300338745,1123.040283203125,1498.9412841796875,2199.566650390625,0.1102181226015091,30.0,22050,True,ok,
video_000003_w0046,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:07:33-03:00,2025-08-16T06:08:03-03:00,0.0669550895690918,0.0045235729776322,0.0383101291954517,1125.479736328125,1493.22607421875,2200.36669921875,0.1086414232850074,30.0,22050,True,ok,
video_000003_w0047,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:07:43-03:00,2025-08-16T06:08:13-03:00,0.0659571215510368,0.0043780300766229,0.0390554405748844,1128.884521484375,1483.9010009765625,2207.10009765625,0.1068377643823623,30.0,22050,True,ok,
