state_id,window_count,mobility_index_mean,spatial_freedom_index_mean,occupancy_imbalance_index_mean,activity_mean_mean,normalized_activity_mean,resilience_pressure_index_mean,state_probability_max_mean,state_run_length_mean,state_run_length_max,window_fraction,component_activity_level,component_mobility_level,component_activity_mobility,component_imbalance,component_low_spatial_freedom,component_resilience_pressure,component_persistence,state_risk_weight,state_label
1,5382,0.010825797033898934,0.7311320157003993,0.3922183066282429,1.5073590115169445e-05,9.280674245595834e-06,0.0,1.0,4677.378298030472,5003,0.4667823070251518,9.280674245595834e-06,0.0,4.640337122797917e-06,0.3922183066282429,0.2688679842996007,0.5,1.0,0.3268295656181177,localized_low_activity_concentration
2,6092,0.14898979902935908,0.9492742199401203,0.15371439731851794,0.21926838380437477,0.18628055968790908,0.0,0.9998072857569479,1207.7944845699278,1874,0.5283607979184736,0.18628055968790908,0.3097506882595835,0.2480156239737463,0.15371439731851794,0.05072578005987971,0.5,0.2565344007463593,0.22363188260836525,distributed_low_activity
3,56,0.45687485271726563,0.8141212309030169,0.30939044139852573,0.7075456782499291,0.6011068446859511,0.0,0.9917680742019597,10.607142857142858,15,0.004856895056374675,0.6011068446859511,1.0,0.8005534223429756,0.30939044139852573,0.1858787690969831,0.5,0.0,0.42968939087192076,disturbance_or_transition
