window_id,room_id,session_id,start_time,end_time,media_id,system_id,duration_seconds,zone_config_id,activity_mean,activity_total,drinking_activity_fraction,feeding_activity_fraction,general_activity_fraction,drinking_to_feeding_activity_ratio,feeding_plus_drinking_activity_fraction,functional_area_activity_fraction,spatial_freedom_index,occupancy_imbalance_index,warnings,start_time_dt,end_time_dt,semantic_transition_proxy,normalized_activity,mobility_index,media_id_audio,room_id_audio,session_id_audio,start_time_audio,end_time_audio,audio_rms,audio_short_time_energy,audio_zero_crossing_rate,audio_spectral_centroid,audio_spectral_bandwidth,audio_spectral_rolloff,audio_spectral_flatness,audio_duration_sec,audio_sample_rate,audio_available,audio_quality_flag,audio_warning,local_date,env_period,temp_am_mean,temp_pm,temp_daily_mean,rh_am,rh_pm,rh_daily_mean,temp_daily_range,env_quality_flag,temp_context,rh_context,window_mid_time_dt,event_id,event_type,event_phase,seconds_from_event_start,seconds_from_event_end,event_start_time,event_end_time,event_overlap_seconds,overlaps_event
video_000003_w0017,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025608584063168863,0.000768257521895066,0.15124438709575125,0.08000032173718583,0.768755291167063,1.8905472354550505,0.23124470883293707,0.23124470883293707,0.6279806369946381,0.4354219578337296,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00,0.00793963233881368,0.00475753564521159,0.005712164653292218,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,0.0653821974992752,0.0043072802945971,0.0400637984275817,1193.0220947265625,1592.916259765625,2292.7666015625,0.1261721402406692,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:58-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0018,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002501181253188002,0.0007503543759564006,0.12193358295469449,0.0601074201149794,0.8179589969303261,2.02859451830486,0.18204100306967388,0.18204100306967388,0.5369908867645362,0.4846256635969928,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00,0.049203705763263175,0.0045582175282159266,0.0179518639987301,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,0.0665400177240371,0.0044668423943221,0.0386291146278381,1174.553466796875,1573.73193359375,2261.10009765625,0.1220609247684478,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:08-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0019,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002398339100131529,0.0007195017300394587,0.09447901692620268,0.04377315690227744,0.8617478261715199,2.158377956086761,0.13825217382848012,0.13825217382848012,0.44427679870464726,0.5284144928381865,mapping_override,2025-08-16 06:03:03-03:00,2025-08-16 06:03:33-03:00,0.04378882924119376,0.004214730896896129,0.016086960400185417,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,0.0672465786337852,0.0045690005645155,0.0385807380080223,1192.1326904296875,1599.7635498046875,2296.60009765625,0.1258881837129593,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:18-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0020,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,2025-08-16T06:03:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00022154552637706124,0.0006646365791311837,0.08087111647641793,0.040255598355117786,0.8788732851684643,2.0089408624114165,0.12112671483153571,0.12112671483153571,0.4061299380684037,0.5455399518351309,mapping_override,2025-08-16 06:03:13-03:00,2025-08-16 06:03:43-03:00,0.017125458996944405,0.0036039098375591355,0.007660374585374716,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,2025-08-16T06:03:43-03:00,0.0678879991173744,0.0046508181840181,0.0386381819844245,1191.8087158203125,1602.102294921875,2294.13330078125,0.1272349506616592,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:28-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0021,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,2025-08-16T06:03:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025721146974117594,0.0007716344092235279,0.1339364814783448,0.06696958441170388,0.7990939341099513,1.9999598721555978,0.20090606589004867,0.20090606589004867,0.5730284649222563,0.46576060077661796,mapping_override,2025-08-16 06:03:23-03:00,2025-08-16 06:03:53-03:00,0.07977935105851297,0.0047951309832556105,0.027290397005832818,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,2025-08-16T06:03:53-03:00,0.0680923908948898,0.0046717426739633,0.0389919430017471,1212.28955078125,1625.656494140625,2331.300048828125,0.1311308443546295,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:38-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0022,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,2025-08-16T06:04:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00027074802371013603,0.000812244071130408,0.18003375927442,0.08451470523690058,0.7354515354886794,2.1302063205423587,0.2645484645113206,0.2645484645113206,0.6767555388860717,0.40211820215534605,mapping_override,2025-08-16 06:03:33-03:00,2025-08-16 06:04:03-03:00,0.06364239862127194,0.005247243777891823,0.022765790230905854,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,2025-08-16T06:04:03-03:00,0.0678124725818634,0.0046258508227765,0.0391249805688858,1191.973388671875,1593.024658203125,2301.5,0.126092180609703,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:48-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0023,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,2025-08-16T06:04:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0003302754456146633,0.00099082633684399,0.19584961672350099,0.11063539866028016,0.6935149846162187,1.7702256158074845,0.30648501538378115,0.30648501538378115,0.7433874855753415,0.3601816512828855,mapping_override,2025-08-16 06:03:43-03:00,2025-08-16 06:04:13-03:00,0.04193655087246059,0.007235424014638762,0.01764576207198531,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,2025-08-16T06:04:13-03:00,0.0696854889392852,0.0048977499827742,0.0382859483361244,1210.033203125,1614.1046142578125,2341.7333984375,0.1280663013458252,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:58-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0024,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,2025-08-16T06:04:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00027793387059015613,0.0008338016117704684,0.16234414045257395,0.09021419195185233,0.7474416675955736,1.7995410360624595,0.25255833240442627,0.25255833240442627,0.6642412375676267,0.41410833426224036,mapping_override,2025-08-16 06:03:53-03:00,2025-08-16 06:04:23-03:00,0.05392668297935487,0.005487246759611061,0.020019077625534204,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,2025-08-16T06:04:23-03:00,0.070976085960865,0.0050742221064865,0.0373093299567699,1177.0479736328125,1576.6336669921875,2286.333251953125,0.1231741979718208,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:08-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0025,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,2025-08-16T06:04:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0003008119391072089,0.0009024358173216267,0.14999715373924372,0.11333975782300013,0.7366630884377561,1.323429276895849,0.2633369115622438,0.2633369115622438,0.6885867635778016,0.4033297551044228,mapping_override,2025-08-16 06:04:03-03:00,2025-08-16 06:04:33-03:00,0.023125565871147787,0.006251360544909854,0.011313622142781234,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,2025-08-16T06:04:33-03:00,0.070501334965229,0.0050102095119655,0.0369646400213241,1167.142578125,1561.4969482421875,2269.60009765625,0.1205159872770309,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:18-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0026,room_1,room_1_16_17_aug,2025-08-16T06:04:13-03:00,2025-08-16T06:04:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00028645178176197483,0.0008593553452859245,0.1692441946851609,0.10425510443814412,0.7265007008766949,1.6233660269898402,0.273499299123305,0.273499299123305,0.6995078131152059,0.3931673675433616,mapping_override,2025-08-16 06:04:13-03:00,2025-08-16 06:04:43-03:00,0.019247040945917157,0.005771739890815991,0.009814330207346341,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:13-03:00,2025-08-16T06:04:43-03:00,0.0685695260763168,0.0047280951403081,0.0377477407455444,1145.03466796875,1530.3641357421875,2227.033447265625,0.1169317066669464,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:28-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0027,room_1,room_1_16_17_aug,2025-08-16T06:04:23-03:00,2025-08-16T06:04:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00034053131271826316,0.0010215939381547894,0.20852071816961443,0.11643238170456989,0.6750469001258156,1.7909168834036668,0.3249530998741843,0.3249530998741843,0.7669294450233196,0.3417135667924823,mapping_override,2025-08-16 06:04:23-03:00,2025-08-16 06:04:53-03:00,0.05145380075087933,0.007577963832989764,0.020740714908356633,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:23-03:00,2025-08-16T06:04:53-03:00,0.068403773009777,0.0047122025862336,0.0372972339391708,1146.2347412109375,1529.79345703125,2227.166748046875,0.1163274422287941,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:38-03:00,,,outside_event_window,,,,,0.0,False
video_000003_w0028,room_1,room_1_16_17_aug,2025-08-16T06:04:33-03:00,2025-08-16T06:05:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.000311526610029331,0.000934579830087993,0.20002463812622515,0.11974769800771429,0.6802276638660606,1.6703839944659256,0.3197723361339394,0.3197723361339394,0.7629278368856984,0.3468943305327272,mapping_override,2025-08-16 06:04:33-03:00,2025-08-16 06:05:03-03:00,0.008496080043389344,0.006609224135991901,0.007175280908211134,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:33-03:00,2025-08-16T06:05:03-03:00,0.0703731775283813,0.004985699430108,0.0359547659754753,1142.76513671875,1538.3846435546875,2225.166748046875,0.1182144805788993,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:48-03:00,,,outside_event_window,,,,,0.0,False
