window_id,media_id,system_id,room_id,session_id,start_time,end_time,duration_seconds,zone_config_id,zone_count,missing_zone_count,activity_total,activity_mean,activity_std_mean,motion_pixel_ratio_mean,distribution_fallback_used,distribution_source,spatial_freedom_index,occupancy_imbalance_index,warnings,start_time_dt,end_time_dt,transition_proxy,normalized_activity,mobility_index,event_id,event_phase,event_type,candidate_event_source,resilience_pressure_index,room_id_hmm,session_id_hmm,start_time_hmm,state_id,state_label,state_probability_max,welfare_risk_score,risk_level,sustained_risk_flag,high_risk_flag,media_id_audio,room_id_audio,session_id_audio,start_time_audio,end_time_audio,audio_rms,audio_short_time_energy,audio_zero_crossing_rate,audio_spectral_centroid,audio_spectral_bandwidth,audio_spectral_rolloff,audio_spectral_flatness,audio_duration_sec,audio_sample_rate,audio_available,audio_quality_flag,audio_warning,local_date,env_period,temp_am_mean,temp_pm,temp_daily_mean,rh_am,rh_pm,rh_daily_mean,temp_daily_range,env_quality_flag,temp_context,rh_context,window_mid_time_dt,seconds_from_event_start,seconds_from_event_end,event_start_time,event_end_time,event_overlap_seconds,overlaps_event
video_000003_w0011,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:01:43-03:00,2025-08-16T06:02:13-03:00,30.0,default_zone,4,0,0.000119421857133,2.985546428326084e-05,1.2447275930365174e-05,0.0,False,activity_proxy_distribution,0.7911617950484052,0.3349279160027169,mapping_override,2025-08-16 06:01:43-03:00,2025-08-16 06:02:13-03:00,0.0267614557860705,2.1838927550043967e-05,0.0080437239851061,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:01:43-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:01:43-03:00,2025-08-16T06:02:13-03:00,0.0691967830061912,0.0048303022049367,0.0377341397106647,1184.081298828125,1603.9593505859375,2274.800048828125,0.123382568359375,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:01:58-03:00,,,,,0.0,False
video_000003_w0012,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:01:53-03:00,2025-08-16T06:02:23-03:00,30.0,default_zone,4,0,0.0001054474165767,2.636185414418198e-05,9.90236185741422e-06,0.0,False,activity_proxy_distribution,0.726175853834924,0.3893386538682539,mapping_override,2025-08-16 06:01:53-03:00,2025-08-16 06:02:23-03:00,0.054410737865537,1.887085729219753e-05,0.0163364309597656,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:01:53-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:01:53-03:00,2025-08-16T06:02:23-03:00,0.0694615691900253,0.0048752129077911,0.0370916314423084,1162.6165771484375,1569.622802734375,2243.36669921875,0.1202318370342254,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:08-03:00,,,,,0.0,False
video_000003_w0013,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:03-03:00,2025-08-16T06:02:33-03:00,30.0,default_zone,4,0,0.0001049575996245,2.623939990613928e-05,8.749130924342933e-06,0.0,False,activity_proxy_distribution,0.6725309971174968,0.422990849483196,mapping_override,2025-08-16 06:02:03-03:00,2025-08-16 06:02:33-03:00,0.0379266338686639,1.8766823708765804e-05,0.0113911269371953,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:03-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:03-03:00,2025-08-16T06:02:33-03:00,0.0696664750576019,0.0049026543274521,0.0372307151556015,1150.25537109375,1549.837646484375,2233.10009765625,0.1184368431568145,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:18-03:00,,,,,0.0,False
video_000003_w0014,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:13-03:00,2025-08-16T06:02:43-03:00,30.0,default_zone,4,0,0.0001102847222835,2.757118057088448e-05,8.148849827640917e-06,0.0,False,activity_proxy_distribution,0.6754092681426106,0.4232372477778951,mapping_override,2025-08-16 06:02:13-03:00,2025-08-16 06:02:43-03:00,0.0218757081424978,1.989826609175803e-05,0.0065766412290135,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:13-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:13-03:00,2025-08-16T06:02:43-03:00,0.0693834275007247,0.0048665446229279,0.0370961613953113,1145.9910888671875,1533.1507568359375,2228.166748046875,0.1162401884794235,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:28-03:00,,,,,0.0,False
video_000003_w0015,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,30.0,default_zone,4,0,0.0001173404966078,2.9335124151952387e-05,9.66863548253486e-06,0.0,False,activity_proxy_distribution,0.67450671207216,0.4251052319534082,mapping_override,2025-08-16 06:02:23-03:00,2025-08-16 06:02:53-03:00,0.0135752241826941,2.1396861605013325e-05,0.0040875450579317,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,0.0665507391095161,0.0044758976437151,0.039386510848999,1179.745849609375,1572.4554443359375,2281.333251953125,0.1229121014475822,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:38-03:00,,,,,0.0,False
video_000003_w0016,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,30.0,default_zone,4,0,0.0001128084394126,2.8202109853155596e-05,9.528565849206003e-06,0.0,False,activity_proxy_distribution,0.7009563996931075,0.4073856504097036,mapping_override,2025-08-16 06:02:33-03:00,2025-08-16 06:03:03-03:00,0.0367502543110301,2.0434285384971732e-05,0.0110393802930785,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,0.0652881488204002,0.0042975693941116,0.0405868776142597,1198.9542236328125,1594.899658203125,2300.533447265625,0.1265821605920791,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:48-03:00,,,,,0.0,False
video_000003_w0017,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,30.0,default_zone,4,0,0.0001176312244486,2.940780611216572e-05,9.58981456572855e-06,0.0,False,activity_proxy_distribution,0.7068175577321015,0.4045130356490944,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00,0.0028726147606091,2.1458610098921707e-05,0.0008768054552519,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,0.0653821974992752,0.0043072802945971,0.0400637984275817,1193.0220947265625,1592.916259765625,2292.7666015625,0.1261721402406692,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:02:58-03:00,,,,,0.0,False
video_000003_w0018,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,30.0,default_zone,4,0,0.0001003393998999,2.5084849974987836e-05,8.685954888643382e-06,0.0,False,activity_proxy_distribution,0.7004880434684455,0.4051635158730888,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00,0.0134236823924508,1.7785951437553315e-05,0.0040395548837415,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,0.0665400177240371,0.0044668423943221,0.0386291146278381,1174.553466796875,1573.73193359375,2261.10009765625,0.1220609247684478,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:08-03:00,,,,,0.0,False
video_000003_w0019,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,30.0,default_zone,4,0,8.719512433117416e-05,2.179878108279354e-05,8.357968592180469e-06,0.0,False,activity_proxy_distribution,0.6606182909744438,0.4302841143768992,mapping_override,2025-08-16 06:03:03-03:00,2025-08-16 06:03:33-03:00,0.0251205985038104,1.4994202228029938e-05,0.0075466754927027,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,0.0672465786337852,0.0045690005645155,0.0385807380080223,1192.1326904296875,1599.7635498046875,2296.60009765625,0.1258881837129593,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:18-03:00,,,,,0.0,False
video_000003_w0020,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,2025-08-16T06:03:43-03:00,30.0,default_zone,4,0,9.041297608831657e-05,2.2603244022079135e-05,9.369177111560398e-06,0.0,False,activity_proxy_distribution,0.6598360558545762,0.4209231337612183,mapping_override,2025-08-16 06:03:13-03:00,2025-08-16 06:03:43-03:00,0.0356097127534587,1.5677650703555274e-05,0.0106938881815301,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,2025-08-16T06:03:43-03:00,0.0678879991173744,0.0046508181840181,0.0386381819844245,1191.8087158203125,1602.102294921875,2294.13330078125,0.1272349506616592,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:28-03:00,,,,,0.0,False
video_000003_w0021,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,2025-08-16T06:03:53-03:00,30.0,default_zone,4,0,0.0001039897213893,2.5997430347337225e-05,1.3856930350607904e-05,0.0,False,activity_proxy_distribution,0.7485529488345567,0.3664887823097598,mapping_override,2025-08-16 06:03:23-03:00,2025-08-16 06:03:53-03:00,0.0544343514514585,1.8561253361132805e-05,0.0163432983127903,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,2025-08-16T06:03:53-03:00,0.0680923908948898,0.0046717426739633,0.0389919430017471,1212.28955078125,1625.656494140625,2331.300048828125,0.1311308443546295,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:38-03:00,,,,,0.0,False
video_000003_w0022,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,2025-08-16T06:04:03-03:00,30.0,default_zone,4,0,0.0001291026729928,3.22756682482143e-05,1.379184279527278e-05,0.0,False,activity_proxy_distribution,0.7725316780206215,0.3416477266852635,mapping_override,2025-08-16 06:03:33-03:00,2025-08-16 06:04:03-03:00,0.0248410556244962,2.3895062928731173e-05,0.0074690432313989,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,2025-08-16T06:04:03-03:00,0.0678124725818634,0.0046258508227765,0.0391249805688858,1191.973388671875,1593.024658203125,2301.5,0.126092180609703,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:48-03:00,,,,,0.0,False
video_000003_w0023,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,2025-08-16T06:04:13-03:00,30.0,default_zone,4,0,0.0001295841814193,3.239604535484291e-05,1.2487161752586291e-05,0.0,False,activity_proxy_distribution,0.8010165005990726,0.3179933314880378,mapping_override,2025-08-16 06:03:43-03:00,2025-08-16 06:04:13-03:00,0.0236543951972257,2.399733184131344e-05,0.0071131166914566,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,2025-08-16T06:04:13-03:00,0.0696854889392852,0.0048977499827742,0.0382859483361244,1210.033203125,1614.1046142578125,2341.7333984375,0.1280663013458252,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:03:58-03:00,,,,,0.0,False
video_000003_w0024,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,2025-08-16T06:04:23-03:00,30.0,default_zone,4,0,0.0001319303854292,3.2982596357319e-05,9.986726303125866e-06,0.0,False,activity_proxy_distribution,0.7442662561313863,0.3648487355401132,mapping_override,2025-08-16 06:03:53-03:00,2025-08-16 06:04:23-03:00,0.0468554040520754,2.4495648629922924e-05,0.0140737681696635,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,2025-08-16T06:04:23-03:00,0.070976085960865,0.0050742221064865,0.0373093299567699,1177.0479736328125,1576.6336669921875,2286.333251953125,0.1231741979718208,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:08-03:00,,,,,0.0,False
video_000003_w0025,video_000003,free_range,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,2025-08-16T06:04:33-03:00,30.0,default_zone,4,0,0.0001118435940014,2.7960898500367647e-05,9.886211003740122e-06,0.0,False,activity_proxy_distribution,0.7284983958532142,0.3823125991348485,mapping_override,2025-08-16 06:04:03-03:00,2025-08-16 06:04:33-03:00,0.0195939471555809,2.022935918726681e-05,0.0058923446981053,,outside_event_window,,none,0.0,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,1,localized_low_activity_concentration,1.0,0.3268295656181177,low,False,False,video_000003,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,2025-08-16T06:04:33-03:00,0.070501334965229,0.0050102095119655,0.0369646400213241,1167.142578125,1561.4969482421875,2269.60009765625,0.1205159872770309,30.0,22050,True,ok,,2025-08-16,AM,23.65,23.7,23.674999999999997,47.0,43,45.0,0.9000000000000021,ok,23.65,47.0,2025-08-16 06:04:18-03:00,,,,,0.0,False
