window_id,room_id,session_id,start_time,end_time,event_id,event_phase,minutes_from_event_start,event_start_time,event_end_time,model_name,model_type,state_id,state_probability_max,risk_score,risk_level
video_000017_w0222,room_1,room_1_16_17_aug,2025-08-16T18:19:29-03:00,2025-08-16T18:19:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0223,room_1,room_1_16_17_aug,2025-08-16T18:19:39-03:00,2025-08-16T18:20:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0224,room_1,room_1_16_17_aug,2025-08-16T18:19:49-03:00,2025-08-16T18:20:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0225,room_1,room_1_16_17_aug,2025-08-16T18:19:59-03:00,2025-08-16T18:20:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0226,room_1,room_1_16_17_aug,2025-08-16T18:20:09-03:00,2025-08-16T18:20:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0227,room_1,room_1_16_17_aug,2025-08-16T18:20:19-03:00,2025-08-16T18:20:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0228,room_1,room_1_16_17_aug,2025-08-16T18:20:29-03:00,2025-08-16T18:20:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0229,room_1,room_1_16_17_aug,2025-08-16T18:20:39-03:00,2025-08-16T18:21:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0230,room_1,room_1_16_17_aug,2025-08-16T18:20:49-03:00,2025-08-16T18:21:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0231,room_1,room_1_16_17_aug,2025-08-16T18:20:59-03:00,2025-08-16T18:21:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560867,low
video_000017_w0232,room_1,room_1_16_17_aug,2025-08-16T18:21:09-03:00,2025-08-16T18:21:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975561021,low
video_000017_w0233,room_1,room_1_16_17_aug,2025-08-16T18:21:19-03:00,2025-08-16T18:21:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560876,low
video_000017_w0234,room_1,room_1_16_17_aug,2025-08-16T18:21:29-03:00,2025-08-16T18:21:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0235,room_1,room_1_16_17_aug,2025-08-16T18:21:39-03:00,2025-08-16T18:22:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0236,room_1,room_1_16_17_aug,2025-08-16T18:21:49-03:00,2025-08-16T18:22:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0237,room_1,room_1_16_17_aug,2025-08-16T18:21:59-03:00,2025-08-16T18:22:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0238,room_1,room_1_16_17_aug,2025-08-16T18:22:09-03:00,2025-08-16T18:22:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0239,room_1,room_1_16_17_aug,2025-08-16T18:22:19-03:00,2025-08-16T18:22:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0240,room_1,room_1_16_17_aug,2025-08-16T18:22:29-03:00,2025-08-16T18:22:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,0.9999999999272404,0.10533045980250824,low
video_000017_w0241,room_1,room_1_16_17_aug,2025-08-16T18:22:39-03:00,2025-08-16T18:23:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560906,low
video_000017_w0242,room_1,room_1_16_17_aug,2025-08-16T18:22:49-03:00,2025-08-16T18:23:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560974,low
video_000017_w0243,room_1,room_1_16_17_aug,2025-08-16T18:22:59-03:00,2025-08-16T18:23:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0244,room_1,room_1_16_17_aug,2025-08-16T18:23:09-03:00,2025-08-16T18:23:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0245,room_1,room_1_16_17_aug,2025-08-16T18:23:19-03:00,2025-08-16T18:23:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0246,room_1,room_1_16_17_aug,2025-08-16T18:23:29-03:00,2025-08-16T18:23:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0247,room_1,room_1_16_17_aug,2025-08-16T18:23:39-03:00,2025-08-16T18:24:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0248,room_1,room_1_16_17_aug,2025-08-16T18:23:49-03:00,2025-08-16T18:24:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0249,room_1,room_1_16_17_aug,2025-08-16T18:23:59-03:00,2025-08-16T18:24:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0250,room_1,room_1_16_17_aug,2025-08-16T18:24:09-03:00,2025-08-16T18:24:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0251,room_1,room_1_16_17_aug,2025-08-16T18:24:19-03:00,2025-08-16T18:24:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0252,room_1,room_1_16_17_aug,2025-08-16T18:24:29-03:00,2025-08-16T18:24:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0253,room_1,room_1_16_17_aug,2025-08-16T18:24:39-03:00,2025-08-16T18:25:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0254,room_1,room_1_16_17_aug,2025-08-16T18:24:49-03:00,2025-08-16T18:25:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0255,room_1,room_1_16_17_aug,2025-08-16T18:24:59-03:00,2025-08-16T18:25:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0256,room_1,room_1_16_17_aug,2025-08-16T18:25:09-03:00,2025-08-16T18:25:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0257,room_1,room_1_16_17_aug,2025-08-16T18:25:19-03:00,2025-08-16T18:25:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0258,room_1,room_1_16_17_aug,2025-08-16T18:25:29-03:00,2025-08-16T18:25:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0259,room_1,room_1_16_17_aug,2025-08-16T18:25:39-03:00,2025-08-16T18:26:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0260,room_1,room_1_16_17_aug,2025-08-16T18:25:49-03:00,2025-08-16T18:26:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0261,room_1,room_1_16_17_aug,2025-08-16T18:25:59-03:00,2025-08-16T18:26:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0262,room_1,room_1_16_17_aug,2025-08-16T18:26:09-03:00,2025-08-16T18:26:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0263,room_1,room_1_16_17_aug,2025-08-16T18:26:19-03:00,2025-08-16T18:26:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0264,room_1,room_1_16_17_aug,2025-08-16T18:26:29-03:00,2025-08-16T18:26:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0265,room_1,room_1_16_17_aug,2025-08-16T18:26:39-03:00,2025-08-16T18:27:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0266,room_1,room_1_16_17_aug,2025-08-16T18:26:49-03:00,2025-08-16T18:27:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0267,room_1,room_1_16_17_aug,2025-08-16T18:26:59-03:00,2025-08-16T18:27:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0268,room_1,room_1_16_17_aug,2025-08-16T18:27:09-03:00,2025-08-16T18:27:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0269,room_1,room_1_16_17_aug,2025-08-16T18:27:19-03:00,2025-08-16T18:27:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0270,room_1,room_1_16_17_aug,2025-08-16T18:27:29-03:00,2025-08-16T18:27:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0271,room_1,room_1_16_17_aug,2025-08-16T18:27:39-03:00,2025-08-16T18:28:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0272,room_1,room_1_16_17_aug,2025-08-16T18:27:49-03:00,2025-08-16T18:28:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0273,room_1,room_1_16_17_aug,2025-08-16T18:27:59-03:00,2025-08-16T18:28:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0274,room_1,room_1_16_17_aug,2025-08-16T18:28:09-03:00,2025-08-16T18:28:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975561041,low
video_000017_w0275,room_1,room_1_16_17_aug,2025-08-16T18:28:19-03:00,2025-08-16T18:28:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560874,low
video_000017_w0276,room_1,room_1_16_17_aug,2025-08-16T18:28:29-03:00,2025-08-16T18:28:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560877,low
video_000017_w0277,room_1,room_1_16_17_aug,2025-08-16T18:28:39-03:00,2025-08-16T18:29:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0278,room_1,room_1_16_17_aug,2025-08-16T18:28:49-03:00,2025-08-16T18:29:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0279,room_1,room_1_16_17_aug,2025-08-16T18:28:59-03:00,2025-08-16T18:29:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0280,room_1,room_1_16_17_aug,2025-08-16T18:29:09-03:00,2025-08-16T18:29:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0281,room_1,room_1_16_17_aug,2025-08-16T18:29:19-03:00,2025-08-16T18:29:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0282,room_1,room_1_16_17_aug,2025-08-16T18:29:29-03:00,2025-08-16T18:29:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0283,room_1,room_1_16_17_aug,2025-08-16T18:29:39-03:00,2025-08-16T18:30:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0284,room_1,room_1_16_17_aug,2025-08-16T18:29:49-03:00,2025-08-16T18:30:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0285,room_1,room_1_16_17_aug,2025-08-16T18:29:59-03:00,2025-08-16T18:30:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0286,room_1,room_1_16_17_aug,2025-08-16T18:30:09-03:00,2025-08-16T18:30:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0287,room_1,room_1_16_17_aug,2025-08-16T18:30:19-03:00,2025-08-16T18:30:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0288,room_1,room_1_16_17_aug,2025-08-16T18:30:29-03:00,2025-08-16T18:30:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0289,room_1,room_1_16_17_aug,2025-08-16T18:30:39-03:00,2025-08-16T18:31:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0290,room_1,room_1_16_17_aug,2025-08-16T18:30:49-03:00,2025-08-16T18:31:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0291,room_1,room_1_16_17_aug,2025-08-16T18:30:59-03:00,2025-08-16T18:31:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0292,room_1,room_1_16_17_aug,2025-08-16T18:31:09-03:00,2025-08-16T18:31:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0293,room_1,room_1_16_17_aug,2025-08-16T18:31:19-03:00,2025-08-16T18:31:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0294,room_1,room_1_16_17_aug,2025-08-16T18:31:29-03:00,2025-08-16T18:31:59-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0295,room_1,room_1_16_17_aug,2025-08-16T18:31:39-03:00,2025-08-16T18:32:09-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0296,room_1,room_1_16_17_aug,2025-08-16T18:31:49-03:00,2025-08-16T18:32:19-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0297,room_1,room_1_16_17_aug,2025-08-16T18:31:59-03:00,2025-08-16T18:32:29-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0298,room_1,room_1_16_17_aug,2025-08-16T18:32:09-03:00,2025-08-16T18:32:39-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000017_w0299,room_1,room_1_16_17_aug,2025-08-16T18:32:19-03:00,2025-08-16T18:32:49-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0001,room_1,room_1_16_17_aug,2025-08-16T18:32:50-03:00,2025-08-16T18:33:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0002,room_1,room_1_16_17_aug,2025-08-16T18:33:00-03:00,2025-08-16T18:33:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0003,room_1,room_1_16_17_aug,2025-08-16T18:33:10-03:00,2025-08-16T18:33:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560869,low
video_000018_w0004,room_1,room_1_16_17_aug,2025-08-16T18:33:20-03:00,2025-08-16T18:33:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560869,low
video_000018_w0005,room_1,room_1_16_17_aug,2025-08-16T18:33:30-03:00,2025-08-16T18:34:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0006,room_1,room_1_16_17_aug,2025-08-16T18:33:40-03:00,2025-08-16T18:34:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0007,room_1,room_1_16_17_aug,2025-08-16T18:33:50-03:00,2025-08-16T18:34:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0008,room_1,room_1_16_17_aug,2025-08-16T18:34:00-03:00,2025-08-16T18:34:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0009,room_1,room_1_16_17_aug,2025-08-16T18:34:10-03:00,2025-08-16T18:34:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0010,room_1,room_1_16_17_aug,2025-08-16T18:34:20-03:00,2025-08-16T18:34:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975561002,low
video_000018_w0011,room_1,room_1_16_17_aug,2025-08-16T18:34:30-03:00,2025-08-16T18:35:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560867,low
video_000018_w0012,room_1,room_1_16_17_aug,2025-08-16T18:34:40-03:00,2025-08-16T18:35:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560991,low
video_000018_w0013,room_1,room_1_16_17_aug,2025-08-16T18:34:50-03:00,2025-08-16T18:35:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0014,room_1,room_1_16_17_aug,2025-08-16T18:35:00-03:00,2025-08-16T18:35:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0015,room_1,room_1_16_17_aug,2025-08-16T18:35:10-03:00,2025-08-16T18:35:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0016,room_1,room_1_16_17_aug,2025-08-16T18:35:20-03:00,2025-08-16T18:35:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0017,room_1,room_1_16_17_aug,2025-08-16T18:35:30-03:00,2025-08-16T18:36:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0018,room_1,room_1_16_17_aug,2025-08-16T18:35:40-03:00,2025-08-16T18:36:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0019,room_1,room_1_16_17_aug,2025-08-16T18:35:50-03:00,2025-08-16T18:36:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0020,room_1,room_1_16_17_aug,2025-08-16T18:36:00-03:00,2025-08-16T18:36:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0021,room_1,room_1_16_17_aug,2025-08-16T18:36:10-03:00,2025-08-16T18:36:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0022,room_1,room_1_16_17_aug,2025-08-16T18:36:20-03:00,2025-08-16T18:36:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0023,room_1,room_1_16_17_aug,2025-08-16T18:36:30-03:00,2025-08-16T18:37:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0024,room_1,room_1_16_17_aug,2025-08-16T18:36:40-03:00,2025-08-16T18:37:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0025,room_1,room_1_16_17_aug,2025-08-16T18:36:50-03:00,2025-08-16T18:37:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0026,room_1,room_1_16_17_aug,2025-08-16T18:37:00-03:00,2025-08-16T18:37:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0027,room_1,room_1_16_17_aug,2025-08-16T18:37:10-03:00,2025-08-16T18:37:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975561474,low
video_000018_w0028,room_1,room_1_16_17_aug,2025-08-16T18:37:20-03:00,2025-08-16T18:37:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975561293,low
video_000018_w0029,room_1,room_1_16_17_aug,2025-08-16T18:37:30-03:00,2025-08-16T18:38:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560869,low
video_000018_w0030,room_1,room_1_16_17_aug,2025-08-16T18:37:40-03:00,2025-08-16T18:38:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0031,room_1,room_1_16_17_aug,2025-08-16T18:37:50-03:00,2025-08-16T18:38:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0032,room_1,room_1_16_17_aug,2025-08-16T18:38:00-03:00,2025-08-16T18:38:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0033,room_1,room_1_16_17_aug,2025-08-16T18:38:10-03:00,2025-08-16T18:38:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0034,room_1,room_1_16_17_aug,2025-08-16T18:38:20-03:00,2025-08-16T18:38:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0035,room_1,room_1_16_17_aug,2025-08-16T18:38:30-03:00,2025-08-16T18:39:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0036,room_1,room_1_16_17_aug,2025-08-16T18:38:40-03:00,2025-08-16T18:39:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0037,room_1,room_1_16_17_aug,2025-08-16T18:38:50-03:00,2025-08-16T18:39:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0038,room_1,room_1_16_17_aug,2025-08-16T18:39:00-03:00,2025-08-16T18:39:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0039,room_1,room_1_16_17_aug,2025-08-16T18:39:10-03:00,2025-08-16T18:39:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560867,low
video_000018_w0040,room_1,room_1_16_17_aug,2025-08-16T18:39:20-03:00,2025-08-16T18:39:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0041,room_1,room_1_16_17_aug,2025-08-16T18:39:30-03:00,2025-08-16T18:40:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0042,room_1,room_1_16_17_aug,2025-08-16T18:39:40-03:00,2025-08-16T18:40:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0043,room_1,room_1_16_17_aug,2025-08-16T18:39:50-03:00,2025-08-16T18:40:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0044,room_1,room_1_16_17_aug,2025-08-16T18:40:00-03:00,2025-08-16T18:40:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0045,room_1,room_1_16_17_aug,2025-08-16T18:40:10-03:00,2025-08-16T18:40:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0046,room_1,room_1_16_17_aug,2025-08-16T18:40:20-03:00,2025-08-16T18:40:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0047,room_1,room_1_16_17_aug,2025-08-16T18:40:30-03:00,2025-08-16T18:41:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0048,room_1,room_1_16_17_aug,2025-08-16T18:40:40-03:00,2025-08-16T18:41:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0049,room_1,room_1_16_17_aug,2025-08-16T18:40:50-03:00,2025-08-16T18:41:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0050,room_1,room_1_16_17_aug,2025-08-16T18:41:00-03:00,2025-08-16T18:41:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0051,room_1,room_1_16_17_aug,2025-08-16T18:41:10-03:00,2025-08-16T18:41:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0052,room_1,room_1_16_17_aug,2025-08-16T18:41:20-03:00,2025-08-16T18:41:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0053,room_1,room_1_16_17_aug,2025-08-16T18:41:30-03:00,2025-08-16T18:42:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0054,room_1,room_1_16_17_aug,2025-08-16T18:41:40-03:00,2025-08-16T18:42:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0055,room_1,room_1_16_17_aug,2025-08-16T18:41:50-03:00,2025-08-16T18:42:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0056,room_1,room_1_16_17_aug,2025-08-16T18:42:00-03:00,2025-08-16T18:42:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0057,room_1,room_1_16_17_aug,2025-08-16T18:42:10-03:00,2025-08-16T18:42:40-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0058,room_1,room_1_16_17_aug,2025-08-16T18:42:20-03:00,2025-08-16T18:42:50-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0059,room_1,room_1_16_17_aug,2025-08-16T18:42:30-03:00,2025-08-16T18:43:00-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0060,room_1,room_1_16_17_aug,2025-08-16T18:42:40-03:00,2025-08-16T18:43:10-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0061,room_1,room_1_16_17_aug,2025-08-16T18:42:50-03:00,2025-08-16T18:43:20-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
video_000018_w0062,room_1,room_1_16_17_aug,2025-08-16T18:43:00-03:00,2025-08-16T18:43:30-03:00,,outside_event_window,,,,video_only,gaussian_hmm,1,1.0,0.10533045975560866,low
