media_id,room_id,room_display_name,session_id,file_name,relative_path,absolute_path,video_path,file_size_bytes,timestamp_source,start_time,end_time,duration_seconds,width,height,frame_rate,video_codec,has_audio,audio_codec,audio_sample_rate,audio_channels,quality_status,warnings
media_000001,room_1,Room 1,room_1_10_11_12_13_aug,GX010042.MP4,"data/raw/video/Room 1/Room 1 (10, 11, 12, 13 Aug)/GX010042.MP4","C:\Users\tenpercent\Desktop\Yuxi Wang - Summer 2026\data\raw\video\Room 1\Room 1 (10, 11, 12, 13 Aug)\GX010042.MP4","data/raw/video/Room 1/Room 1 (10, 11, 12, 13 Aug)/GX010042.MP4",1208152,exiftool,2025-08-10T11:25:46,2025-08-10T11:25:49.536867,3.536867,1920,1080,29.97002997002997,hevc,True,aac,48000,2,ok,
